Quest ID,Quest Grade,Map Biome,Structure,Quest Boss Type,Quest Boss Minion Type,Mob Variety (INT),Structure Information,Quest Objective,Quest Level,Suitable Weapon Type,Suitable Attribute,Suitable Party Size,Loot Drop Grade
6290,A,Fungal Depths,None,Orc Warlord Grommash,Swamp Lurker,6,"1 Orc Warlord Grommash + 1 Swamp Lurker Lieutenant, 8 Troll Grunts, 12 Hobgoblin Warrior Fodder",Rescue the kidnapped noble's children held in Orc Warlord Grommash's camp,80,Staff,Physical,3,A
6291,D,Abyssal Rift,None,Undead Soldier Bonegrind,Skeleton Rattle,3,"1 Undead Soldier Bonegrind (Empowered), 4 Zombie Drifter Champions, 8 Undead Farmers",Drive Undead Soldier Bonegrind and its pack away from local farmsteads,20,Greatsword,Holy,2,E
6292,F,Underdark,celestial sanctum,Wolf Grayfang,Baby Goblin,2,"1 Wolf Grayfang, 5 Elite Insect Swarms, 2 Baby Goblin Guardians, 3 Scout Zombie Shuffles",Defeat Wolf Grayfang in the starter training zone under instructor supervision,20,Staff / Dual Daggers,Astral,1,F
6293,E,Obsidian Fields,palace,Kobold Scout Chief Blinkstab,Cave Cricket,2,"1 Kobold Scout Chief Blinkstab, 4 Elite Cave Crickets, 1 Rat Guardians, 2 Scout Goblin Child Mobs",Chase Kobold Scout Chief Blinkstab away from the village before it becomes a real threat,20,Spear,Lightning,2,E
6294,F,Astral Void,shrine,Slime Basic,Dog Stray,3,"1 Slime Basic + 1 Small Bat Lieutenant, 4 Slime Tinys, 4 Insect Swarm Fodder",Deal with Slime Basic that has been haunting the outhouse behind the guild hall,20,Chakram,Poison,1,F
6295,A,Crystal Wastes,city,Sand Wyrm Duneglider,Swamp Lurker,4,"1 Sand Wyrm Duneglider, 12 Elite Werewolf Thralls, 20 Undead Soldier Guardians, 16 Scout Medusa Snakes",Eliminate Sand Wyrm Duneglider from the ruins before it grows powerful enough to expand,60,Wand,Earth,6,A
6296,C,Coral Reef,floating fortress,Stone Spider Matriarch,Wild Dog,4,"1 Stone Spider Matriarch, 12 Imps, 4 Bat Swarms",Clear the cave overrun by monsters rallying under Stone Spider Matriarch,30,Spear / Crossbow,Nature / Radiant,5,C
6297,S,Astral Void,shipwreck,Harpy Empress Screechara,Vampire Thrall,7,"1 Harpy Empress Screechara + 1 Ghoul Warrior Lieutenant, 30 Naga Guards, 6 Shadow Wolf Pack Fodder",Hunt down Harpy Empress Screechara that has been ambushing silver-rank caravans for months,70,Soul Sword / Arcane Staff,Wind,5,S
6298,D,Volcanic,colosseum,Stone Golem Rockfist,Slime Drop,3,"1 Stone Golem Rockfist (Empowered), 10 Skeleton Rattle Champions, 4 Goblin Runt Scouts",Kill Stone Golem Rockfist and collect the posted bounty from the Guild board,50,Wand,Earth / Psychic,4,E
6299,C,Desert,None,Bandit Lord Cutthroat,Cave Moth,3,"1 Bandit Lord Cutthroat (Elite), 12 Wild Dogs, 6 Skeleton Basics, 8 Imps",Kill Bandit Lord Cutthroat that has been raiding the local fishing docks at night,30,Bow,Physical,2,C
6300,B,Feywilds,labyrinth,Jungle Troll Venomhide,Skeletal Archer,4,"1 Jungle Troll Venomhide (Empowered), 12 Merfolk Warrior Champions, 3 Skeletal Archers",Defeat Jungle Troll Venomhide and collect its signature trophy as proof of the kill,50,Bow,Physical,3,B
6301,B,Mountains,None,Dark Elf Assassin Shadowblade,Centaur Scout,3,"1 Dark Elf Assassin Shadowblade, 18 Elite Skeletal Archers, 15 Giant Spider Guardians, 3 Scout Merfolk Warriors",Slay Dark Elf Assassin Shadowblade and recover the farmer's stolen livestock and equipment,70,Greatsword / Maul,Shadow,4,B
6302,SS,Plains,obsidian keep,Wyvern Overlord Razorwing,Dread Specter,8,"1 Wyvern Overlord Razorwing (Empowered), 24 Fire Titan Champions, 24 Infernal Colossus Shards",Destroy Wyvern Overlord Razorwing besieging the capital — the city walls cannot hold much longer,100,Bow / Greatsword,Wind,7,SS
6303,C,Fungal Depths,None,Plague Rat King Gnawfester,Wild Dog,4,"1 Plague Rat King Gnawfester, 10 Bandit Thugs, 10 Bat Swarms",Clear the infestation around the area led by Plague Rat King Gnawfester,40,Staff / Mace,Poison,3,D
6304,B,Swamp,crypt,Dire Bear Alpha Clawrend,Cave Troll,3,"1 Dire Bear Alpha Clawrend (Elite), 9 Skeletal Archers, 6 Centaur Scouts, 12 Cave Trolls",Protect the village from Dire Bear Alpha Clawrend's raiding party advancing at nightfall,70,Spear,Chaos / Physical,5,B
6305,A,Astral Void,None,Golem Keeper Cragfist,Cultist Warrior,8,"1 Golem Keeper Cragfist (Empowered), 16 Naga Sentry Champions, 16 Dire Wolfs",Defeat Golem Keeper Cragfist and protect the critical merchant caravan route from total collapse,70,Soul Sword,Earth / Chaos,5,A
6306,F,Cursed Badlands,obsidian keep,Goblin Warrior Clubs,Mischievous Sprite,1,"1 Goblin Warrior Clubs, 5 Elite Lazy Undeads, 1 Imp Jr Guardians, 2 Scout Insect Swarms",Clear Goblin Warrior Clubs from the village chicken coops before dawn,20,Scythe / Runic Blade,Physical,3,F
6307,A,Ethereal Mist,shipwreck,Minotaur Champion Ironhorn,Harpy Scout,6,"1 Minotaur Champion Ironhorn (Empowered), 16 Cultist Warrior Champions, 8 Medusa Snakes",Eliminate Minotaur Champion Ironhorn from the ruins before it grows powerful enough to expand,70,Soul Sword / Wand,Lightning,4,A
6308,A,Desert,tower,Abyssal Imp General,Troll Grunt,7,"1 Abyssal Imp General + 1 Cultist Warrior Lieutenant, 8 Harpy Scouts, 8 Troll Grunt Fodder",Rescue the kidnapped noble's children held in Abyssal Imp General's camp,50,Glaive / Bow,Void,3,A
6309,S,Swamp,haunted manor,Dark Paladin Morvanos,Dark Soldier Elite,5,"1 Dark Paladin Morvanos (Empowered), 36 Elemental Spirit Champions, 6 Bone Constructs",Eliminate Dark Paladin Morvanos whose lair is poisoning the region's entire water supply,80,Spear / Trident,Dark / Chaos,6,A
6310,A,Fungal Depths,underground city,Cave Troll Boulderback,Cultist Warrior,6,"1 Cave Troll Boulderback + 1 Gnoll Fighter Lieutenant, 4 Undead Soldiers, 4 Troll Grunt Fodder",Hunt Cave Troll Boulderback that has been shutting down the kingdom's most profitable mines,70,Staff,Physical,3,A
6311,D,Coral Reef,ancient pyramid,Goblin Witch Doctor Hexbrew,Mudcrab,2,"1 Goblin Witch Doctor Hexbrew (Empowered), 4 Goblin Runt Scout Champions, 10 Imp Familiars",Defeat Goblin Witch Doctor Hexbrew and collect crafting materials from its remains,50,Crossbow / Water Staff,Physical,2,D
6312,F,Mountains,None,Zombie Stumble,Imp Jr,1,"1 Zombie Stumble (Empowered), 6 Rat Champions, 5 Spore Puffs",Defeat Zombie Stumble in the starter training zone under instructor supervision,20,Axe,Holy / Wind,3,F
6313,D,Shadowfell,citadel,Giant Spider Queen Webspinner,Rat Pack,2,"1 Giant Spider Queen Webspinner (Elite), 6 Zombie Drifters, 6 Goblin Runt Scouts, 8 Skeleton Rattles",Drive Giant Spider Queen Webspinner and its pack away from local farmsteads,20,Wand / Soul Sword,Void,2,E
6314,D,Desert,None,Giant Spider Queen Webspinner,Cave Bat,2,"1 Giant Spider Queen Webspinner + 1 Goblin Runt Scout Lieutenant, 10 Imp Familiars, 8 Mudcrab Fodder",Clear the abandoned area overrun by Giant Spider Queen Webspinner and its followers,40,Scimitar / Glaive,Radiant / Psychic,4,E
6315,A,Jungle,None,Gargoyle Lord Stoneclaw,Golem Shard,8,"1 Gargoyle Lord Stoneclaw, 8 Naga Sentrys, 12 Orc Warriors",Clear the area of all monsters rallied under Gargoyle Lord Stoneclaw's command,80,Spear,Holy,5,B
6316,D,Obsidian Fields,None,Jungle Stalker Pantherkin,Undead Farmer,2,"1 Jungle Stalker Pantherkin, 6 Undead Farmers, 2 Stray Dogs",Clear Jungle Stalker Pantherkin from the old mine shaft so workers can resume,20,Axe / Spear,Water,4,D
6317,D,Forest,None,Cultist Summoner Vexbane,Bog Frog Poisoned,3,"1 Cultist Summoner Vexbane (Elite), 4 Cave Spider Smalls, 6 Bog Frog Poisoneds, 6 Imp Familiars",Clear the abandoned area overrun by Cultist Summoner Vexbane and its followers,30,Bow / Dagger,Void / Fire,3,D
6318,E,Forest,None,Thorn Bush Awakened,Bat,2,"1 Thorn Bush Awakened, 3 Elite Cave Crickets, 5 Slime Small Guardians, 2 Scout Skeleton Fragments",Slay Thorn Bush Awakened as your first officially registered hunter training quest,40,Shortbow / Dagger,Void,2,F
6319,S,Frozen Wastes,shrine,Golem Titan Graniax,Chimera Spawn,10,"1 Golem Titan Graniax, 30 Elite Dark Sorcerer Apprentices, 24 Vampire Thrall Guardians, 12 Scout Basilisk Youngs",Hunt down Golem Titan Graniax that has been ambushing silver-rank caravans for months,70,Maul,Earth,4,S
6320,F,Petrified Forest,obsidian keep,Wild Boar Gruntling,Imp Jr,3,"1 Wild Boar Gruntling, 4 Slime Tinys, 1 Dog Strays","Kill Wild Boar Gruntling and return proof — it's just one, you'll be fine",20,Wand,Holy,3,F
6321,B,Fungal Depths,None,Corrupted Paladin Greyshield,Wraith Shadow,6,"1 Corrupted Paladin Greyshield (Elite), 12 Wraith Shadows, 6 Giant Spiders, 12 Imp Fighters",Clear Corrupted Paladin Greyshield's infestation from the old area on the hill,60,Staff,Chaos,5,B
6322,D,Astral Void,tower,Swamp Creeper Bogvine,Goblin Runt Scout,4,"1 Swamp Creeper Bogvine + 1 Feral Cat Lieutenant, 10 Imp Familiars, 2 Slime Drop Fodder",Clear Swamp Creeper Bogvine from the old mine shaft so workers can resume,30,Magic Tome,Poison,4,E
6323,C,Cursed Badlands,None,Harpy Matron Screech,Bat Swarm,6,"1 Harpy Matron Screech (Empowered), 4 Bandit Thug Champions, 10 Zombie Walkers",Clear the cave overrun by monsters rallying under Harpy Matron Screech,50,Runic Blade,Wind,4,D
6324,F,Jungle,None,Wild Boar Gruntling,Spore Puff,3,"1 Wild Boar Gruntling + 1 Dog Stray Lieutenant, 5 Baby Goblins, 2 Broken Skeleton Fodder",Exterminate Wild Boar Gruntling and its tiny group from the inn's basement,20,Bow / Dual Daggers,Earth,2,F
6325,F,Obsidian Fields,haunted manor,Giant Rat Mangefur Jr,Baby Goblin,2,"1 Giant Rat Mangefur Jr (Elite), 2 Rats, 4 Broken Skeletons, 2 Zombie Shuffles",Drive away Giant Rat Mangefur Jr that keeps startling farm animals in the northern field,20,Greatsword / Runic Blade,Necrotic,1,F
6326,F,Obsidian Fields,None,Feral Cat Scratchclaw,Lazy Undead,3,"1 Feral Cat Scratchclaw (Elite), 4 Enchanted Leafs, 4 Lazy Undeads, 4 Broken Skeletons",Clear Feral Cat Scratchclaw from the village chicken coops before dawn,10,Axe,Radiant / Psychic,1,F
6327,F,Coral Reef,crypt,Mud Crab Pincher,Enchanted Leaf,3,"1 Mud Crab Pincher, 6 Enchanted Leafs, 1 Lazy Undeads",Collect basic materials from Mud Crab Pincher as part of a resource gathering mission,10,Spear,Holy / Astral,3,F
6328,E,Volcanic,None,Mushroom Spore Giant,Mushroom Walker,2,"1 Mushroom Spore Giant + 1 Goblin Child Mob Lieutenant, 2 Bats, 1 Stray Mutt Fodder",Kill Mushroom Spore Giant and return physical proof of the kill to the Guild,10,Staff,Poison / Nature,3,F
6329,E,Cursed Badlands,None,Skeleton Captain Clatterbones,Mischievous Pixie,3,"1 Skeleton Captain Clatterbones (Empowered), 6 Bat Champions, 1 Dust Bunny (Cursed)s",Exterminate the small pack organized by Skeleton Captain Clatterbones near the river,40,Scythe,Holy / Void,4,F
6330,E,Fungal Depths,underground city,Bandit Leader Gruffneck,Mushroom Walker,2,"1 Bandit Leader Gruffneck (Empowered), 2 Feral Chicken Champions, 3 Mushroom Walkers",Defeat Bandit Leader Gruffneck and gather two samples of its hide for alchemy use,20,Wand,Physical,1,E
6331,C,Shadowfell,None,Swamp Hag Mudcrawler,Bandit Thug,5,"1 Swamp Hag Mudcrawler + 1 Goblin Grunt Lieutenant, 10 Marsh Sprites, 4 Bandit Thug Fodder",Neutralize Swamp Hag Mudcrawler blocking the only road connecting two towns,40,Scythe / Soul Sword,Poison,3,D
6332,S,Desert,celestial sanctum,Dark Paladin Morvanos,Elemental Spirit,10,"1 Dark Paladin Morvanos, 24 Elite Shadow Wolf Packs, 24 Gargoyle Sentinel Guardians, 18 Scout Harpy Fighters",Defeat Dark Paladin Morvanos before it destroys the last standing bridge across the cursed gorge,70,Scimitar,Dark / Astral,5,A
6333,F,Underdark,None,Undead Chicken Swarm,Spore Puff,3,"1 Undead Chicken Swarm (Elite), 4 Imp Jrs, 1 Enchanted Leafs, 4 Lazy Undeads",Swat Undead Chicken Swarm away from the school children's picnic area,0,Dual Daggers,Holy,3,F
6334,F,Underground Caverns,None,Mud Crab Pincher,Enchanted Leaf,2,"1 Mud Crab Pincher (Elite), 3 Slime Tinys, 2 Lazy Undeads, 2 Insect Swarms",Kill Mud Crab Pincher as your very first beginner's quest — welcome to the Guild,20,Warhammer / Axe,Water,3,F
6335,B,Volcanic,cave,Corrupted Paladin Greyshield,Imp Fighter,4,"1 Corrupted Paladin Greyshield, 6 Elite Wraith Shadows, 3 Zombie Brute Guardians, 12 Scout Kobold Warriors",Retrieve stolen goods from Corrupted Paladin Greyshield's camp before they disappear across the border,50,Axe,Chaos,5,B
6336,F,Deep Ocean,None,Mud Crab Pincher,Small Bat,2,"1 Mud Crab Pincher, 5 Rats, 1 Spore Puffs",Kill Mud Crab Pincher as your very first beginner's quest — welcome to the Guild,20,Harpoon Lance / Soul Sword,Lightning / Order,2,F
6337,C,Coral Reef,camp,Corrupted Druid Brambleheart,Goblin Grunt,6,"1 Corrupted Druid Brambleheart, 10 Elite Giant Rats, 10 Marsh Sprite Guardians, 6 Scout Cultist Initiates",Neutralize Corrupted Druid Brambleheart blocking the only road connecting two towns,50,Spear,Chaos,5,D
6338,S,Fungal Depths,underground city,Banshee Queen Wailara,Ghoul Warrior,6,"1 Banshee Queen Wailara + 1 Dark Soldier Elite Lieutenant, 6 Gargoyle Sentinels, 12 Stone Golem Fodder",Destroy Banshee Queen Wailara's nest before the hatching season floods the region with spawn,60,Wand,Arcane,5,A
6339,F,Tundra,None,Small Slime Cluster,Mischievous Sprite,2,"1 Small Slime Cluster (Elite), 3 Mischievous Sprites, 1 Dog Strays, 4 Zombie Shuffles",Exterminate Small Slime Cluster and its tiny group from the inn's basement,10,Crossbow,Poison,1,F
6340,E,Forest,village,Goblin Shaman Murkfire,Mischievous Pixie,4,"1 Goblin Shaman Murkfire (Elite), 2 Bats, 4 Rats, 3 Imp Sparks",Exterminate the small pack organized by Goblin Shaman Murkfire near the river,20,Bow,Physical / Dark,3,F
6341,F,Plains,crypt,Feral Cat Scratchclaw,Small Bat,3,"1 Feral Cat Scratchclaw, 2 Elite Mischievous Sprites, 3 Spore Puff Guardians, 1 Scout Lazy Undeads",Clear Feral Cat Scratchclaw from the village chicken coops before dawn,10,Spear,Fire,3,F
6342,B,Plains,rift gate,Kobold Shaman Scalespell,Hag Spawn,5,"1 Kobold Shaman Scalespell, 9 Cave Trolls, 6 Hag Spawns",Protect the village from Kobold Shaman Scalespell's raiding party advancing at nightfall,60,Halberd,Poison,4,B
6343,E,Forest,None,Bandit Leader Gruffneck,Rat,2,"1 Bandit Leader Gruffneck, 3 Elite Goblin Child Mobs, 4 Slime Small Guardians, 4 Scout Bats",Defeat Bandit Leader Gruffneck and gather two samples of its hide for alchemy use,30,Crossbow / Staff,Physical,3,E
6344,S,Petrified Forest,ancient pyramid,Cockatrice Queen Petrifax,Dark Soldier Elite,5,"1 Cockatrice Queen Petrifax, 18 Dark Soldier Elites, 24 Basilisk Youngs",Eliminate Cockatrice Queen Petrifax whose lair is poisoning the region's entire water supply,90,Axe,Ice,6,A
6345,E,Petrified Forest,None,Mudskipper Champion,Stray Mutt,2,"1 Mudskipper Champion + 1 Bat Lieutenant, 1 Goblin Child Mobs, 2 Dust Bunny (Cursed) Fodder",Defeat Mudskipper Champion as part of your rookie Guild training exercise,10,Wand,Void,4,F
6346,SS,Jungle,shrine,Frost Giant King Hrimgar,Frost Revenant,7,"1 Frost Giant King Hrimgar (Elite), 32 Frost Revenants, 32 Shadow Assassin Elites, 32 Bone Dragon Wyrmlings",Defeat Frost Giant King Hrimgar to break the enchantment freezing the entire northern sea,70,Crossbow,Ice / Psychic,5,S
6347,D,Frozen Wastes,None,Swamp Creeper Bogvine,Skeleton Rattle,4,"1 Swamp Creeper Bogvine, 10 Imp Familiars, 10 Mudcrabs",Exterminate Swamp Creeper Bogvine that has been stealing food from the market,50,Greatsword,Poison / Shadow,3,D
6348,SSS,Cursed Badlands,labyrinth,The Undying Lich Emperor Morvax,Phoenix Reborn,11,"1 The Undying Lich Emperor Morvax + 1 Elder Draconid Lieutenant, 48 Undead Colossuss, 24 Chaos Elemental Greater Fodder",Destroy The Undying Lich Emperor Morvax before it tears open the dimensional rift consuming the world,100,Wand,Dark / Void,6,SSS
6349,E,Deep Ocean,haunted manor,Bandit Leader Gruffneck,Bat,2,"1 Bandit Leader Gruffneck, 4 Feral Chickens, 3 Skeleton Fragments",Clear Bandit Leader Gruffneck from the water well it has contaminated,20,Wand,Physical,3,F
6350,SS,Obsidian Fields,shrine,Soul Devourer Spectros,Frost Revenant,7,"1 Soul Devourer Spectros (Elite), 48 Lesser Wyverns, 16 Dark Knight Elites, 24 Storm Elementals",Conquer the fortress of Soul Devourer Spectros and free thousands of enslaved citizens,90,Warhammer / Axe,Earth / Necrotic,7,SS
6351,B,Obsidian Fields,colosseum,Medusa Outcast Stonestare,Dark Elf Scout,5,"1 Medusa Outcast Stonestare, 18 Cave Trolls, 9 Giant Spiders",Protect the village from Medusa Outcast Stonestare's raiding party advancing at nightfall,40,Warhammer,Void,4,B
6352,C,Tundra,palace,Flame Jackal Pack Leader,Wild Dog,5,"1 Flame Jackal Pack Leader + 1 Cave Moth Lieutenant, 6 Slime Blobs, 6 Goblin Grunt Fodder",Defeat Flame Jackal Pack Leader and recover the stolen guild funds from its hideout,50,Greatsword,Wind,2,C
6353,F,Volcanic,ruins,Aggressive Rabbit (Cursed),Rat,2,"1 Aggressive Rabbit (Cursed) + 1 Rat Lieutenant, 2 Dog Strays, 4 Baby Goblin Fodder","Kill Aggressive Rabbit (Cursed) and return proof — it's just one, you'll be fine",10,Wand / Warhammer,Poison,3,F
6354,D,Astral Void,rift gate,Corrupt Guard Captain Grimsword,Slime Drop,2,"1 Corrupt Guard Captain Grimsword, 4 Imp Familiars, 2 Cave Spider Smalls",Defeat Corrupt Guard Captain Grimsword and collect crafting materials from its remains,40,Arcane Staff / Wand,Astral,2,E
6355,F,Fungal Depths,camp,Angry Villager (Enchanted),Rat,1,"1 Angry Villager (Enchanted) + 1 Insect Swarm Lieutenant, 4 Lazy Undeads, 1 Dog Stray Fodder",Shoo away Angry Villager (Enchanted) from the flower market — do not use fire,10,Staff,Poison,2,F
6356,D,Deep Ocean,None,Gnoll Hunter Scarfang,Rat Pack,3,"1 Gnoll Hunter Scarfang (Elite), 10 Imp Familiars, 4 Zombie Drifters, 2 Goblin Runt Scouts",Eliminate Gnoll Hunter Scarfang that has been spotted near the town outskirts,50,Wand,Physical,3,D
6357,S,Feywilds,celestial sanctum,Golem Titan Graniax,Gargoyle Sentinel,5,"1 Golem Titan Graniax, 24 Elite Chimera Spawns, 18 Ghoul Warrior Guardians, 12 Scout Dark Sorcerer Apprentices",Eliminate Golem Titan Graniax whose lair is poisoning the region's entire water supply,70,Bow / Wand,Earth,6,A
6358,B,Ethereal Mist,rift gate,Centaur Champion Swiftarrow,Wraith Shadow,3,"1 Centaur Champion Swiftarrow + 1 Hag Spawn Lieutenant, 9 Kobold Warriors, 12 Merfolk Warrior Fodder",Clear the monster nest under Centaur Champion Swiftarrow's command in the abandoned rift gate,60,Wand,Dark,4,C
6359,B,Petrified Forest,underground city,Vampire Hunter (Turned) Bloodthirst,Imp Fighter,6,"1 Vampire Hunter (Turned) Bloodthirst (Elite), 6 Ogre Grunts, 9 Wraith Shadows, 3 Cave Trolls",Drive Vampire Hunter (Turned) Bloodthirst and its forces out of the nearby settlement,50,Mace,Dark,5,C
6360,E,Fungal Depths,cave,Undead Farmer Pitchfork,Bat,2,"1 Undead Farmer Pitchfork (Elite), 3 Dust Bunny (Cursed)s, 1 Skeleton Fragments, 3 Zombie Stumblers",Chase Undead Farmer Pitchfork away from the village before it becomes a real threat,30,Spear / Staff,Holy / Radiant,4,F
6361,S,Underdark,colosseum,Lich Apprentice Bonecaller,Dark Sorcerer Apprentice,6,"1 Lich Apprentice Bonecaller (Elite), 24 Harpy Fighters, 30 Wyvern Hatchlings, 12 Gargoyle Sentinels",Defeat Lich Apprentice Bonecaller to lift the three-century curse upon the forsaken village,90,Hand Cannon / Axe,Dark / Necrotic,4,S
6362,B,Coral Reef,None,Kobold Shaman Scalespell,Merfolk Warrior,3,"1 Kobold Shaman Scalespell (Elite), 9 Wraith Shadows, 15 Centaur Scouts, 3 Dark Elf Scouts",Eliminate Kobold Shaman Scalespell blocking access to the region's only fresh water source,40,Trident,Order,3,B
6363,A,Fungal Depths,camp,Sand Wyrm Duneglider,Dire Wolf,4,"1 Sand Wyrm Duneglider, 20 Elite Naga Sentrys, 8 Cultist Warrior Guardians, 4 Scout Golem Shards",Rescue the kidnapped noble's children held in Sand Wyrm Duneglider's camp,50,Wand / Staff,Earth,6,B
